[智利圣地亚哥东南部的室内空气污染]。	[Indoor air pollution in southeast Santiago, Chile].
罢工的第十天。	The tenth day of the strike.
这邮包是邮局允许收寄的最大邮件。	This packet is the maximum size allowed by the Post Office.
您希望什么时间取回送洗的衣物呢，先生？	When do you want them back, sir?
我们在车上给她打了电话。	We rang her from the car.
我们收到了您1998年4月14日的来信。	We have received your letter dated April 14, 1998.
要给我针灸吗？	Will you use acupuncture on me?
本人希望能在一个规范，公平，且富有朝气的环境下效力，展现潜在的才华，实现自己的人生目标。	I am more than willing to work in standard, fair, and lively environment to fully develop my potential talent, hence, to eventually achieve my personal target of life.
我感到恶心。	I feel sick.
文斯： 容我解释。	Vince: Let me explain.
您的出发日决定好了吗？	Have you decided on your departure?
我们也希望与贵公司扩大贸易往来。	We also hope to expand our business with you.
这回怎么样，先生？	How is your steak this time, sir?
为了保护好你的数据，你需要在硬盘上安装一个功效强大的反病毒程序。	In order to protect your data, you need to install a powerful anti-virus program on the hard disk.
他们原本希望我和他们一起去。	They had excepted me to go with them.
五年多了。	More than five years now.
只是两个晚上。	Just for two nights.
她是个寡妇，他丈夫死于去年。	She's a widow.Her husband died last year.
别放弃梦想，奇迹每天都在上演。	Never give up your dreams.Miracles happen everyday.
我能试试这件吗？	May I try this on?
我得抢时间。	I have to race against time.
越来越多的人迷上了骑自行车，因为这是被鼓励采用的一种健康方式。	More people are taking to their bikes because they are being encouraged to lead healthier lifestyles.
是的，我看过。	Yes, I did.
下午好，见到你很高兴。	Good afternoon. I'm happy to meet you.
所以我们来了！	So we are coming!
他在很艰苦的环境中长大。	He grew up in a rough neighborhood.
换句话说，你只需要增加第一批定单的预算。	In other words, you only need a budget increase for the first order.
我经常吃寿司。	I often have sushi.
对不起，他下班休息了。	I'm sorry. He's out for the rest of the day.
你知道东海大学吗？	Have you heard of Dong-Hai University?
态度不佳的人。	Ill-mannered people.
我的自行车发出难听的噪音。	My bicycle makes an unpleasant noise.
我们一起过着幸福的生活。	We live a happy life together.
你可以用传真确认预订吗？	Can you confirm the booking by fax?
明天下午3点钟如何？	How about three tomorrow afternoon?
今日上午电传报价：精白米300公吨，每公吨成本加运费新加坡到岸价为2400澳元，于1997年7或8月装运。	We telexed you this morning offering you 300 metric tons of polished rice at $2,400 per metric ton, C&F. Singapore, for shipment during July or August 1997.
当你用电话注册时，你可以使用密码注册那堂课。	When you register by phone, you can use the code to get into the class.
有时候，你必须做自己的英雄。	Sometimes you have to be your own hero.
难道没有任何事让你感到烦心？	Doesn't anything bother you?
你能拿些最新款的珍珠项链给我看看吗？	Can you show me your latest pearl necklaces?
我请你吃晚饭庆祝生日怎么样？	How about me treating you to a birthday dinner?
定期存款的利率比一般的储蓄存款利率要高得多。	The interest rate for time deposits is much higher than regular savings account, too.
我叫孙林。	My name is Sun Lin.
标准信件邮费是六元，先生。	For standard letter, it's six Yuan, sir.
你哥哥多大了？	How old is your brother?
替我向你父母问好。	Give my best to your parents.
今天的兑换率是1美元可换8。80元人民币。	Today's exchange rate is 8.80 yuan for one US dollar.
每个小宝宝都会发生这样的状况的。	It happens to everyone when he is a baby!
简要去开门，她叫肯稍等一会儿。	Jane asked Ken to hold the phone because she was going to open the door.
午饭我请客。	Lunch is on me.
在我看来，他应该从我们的英语老师那里学习一些东西。	In my opinion, he should learn something from our English teacher.
黑鬼这个，黑鬼那个。	Nigger this, nigger that.
可以安排个安静点儿的地方吗？	Could I have a quiet table, please?
请您稍候，我来更正一下。	Please wait a moment while I correct the bill.
客人免费停车。	Free parking for guests.
这什么时候开门和结束？	What time does it open and close?
我本以为自己的英语说得不错。现在我又不那么有把握了。	I thought I was speaking English fairly well. Now I'm not so sure.
没必要打扮得花枝招展的。	No need to doll yourself up.
爸爸，你认为我能考上清华大学吗？我怕我做不到。	Dad, do you think I can get in Tsinghua University? I'm afraid it is a tough call for me.
来一个草莓派怎么样？	What about a strawberry pie?
我迟一些告诉您，可以吗？	I'll let you know later, will that be all right?
如果你们愿意，我们想留几晚供你们自由支配。	We will leave you some evenings free if it is all right with you.
我喜欢买上等的东西。	I like to buy things of first class.
您需要复印多少份？	How many copies would you like?
你不介意我们谈论年龄，是吗？	You didn't mind talking about age, did you?
刚才谈什么？	What was it about?
她难以做出决定，深感痛苦。	She was in agony of indecision.
把那些睡衣收起来！	Put those pajamas away!
双峰骆驼。	A camel with two humps.
但是你们的杯子有污点，这可真倒胃口。	But you glass is stained, that spoil my appetite very much.
大概是我在中国大陆贸易的经验。	My business experience in China, mainly.
你了解情况吗？	Did you grasp the overall situation?
这很关键。	This is crucial.
是的，Ternaca是日本非常流行的姓氏。	Right, and Ternaca is a very popular Japanese surname.
下了自动扶梯，您就会看见商店在您右边。	As you get off the escalator, you'll see the shop on your right.
如果你随手乱扔废物的话，就会破坏周围环境的自然美。	If you litter, you will spoil the natural beauty of the surroundings.
好的，所以你会常用文字处理来写报告。	Well, so you will mostly be using word processing for writing papers.
有空，布莱恩。	Sure, Brian.
我想打个长途电话。	I'd like to make a long distance call.
我曾担任过学校的学生会主席。	I was president of Student Union of our university.
我早餐通常有果汁，面包和咖啡。	I have juice, toast and coffee for breakfast.
她总是丢三落四。	She is a scatter brain.
他们开始了一段经济紧缩的过程。	They began a process of economic deflation.
光芒四射的太阳。	The radiant sun.
我额头满是皱纹，眼睛浮肿，眼袋发黑，皮肤也不再像以前那么光亮。	My forehead is wrinkled, the eyes are puffy, the sacks under the eyes are dark, and the skin is no longer as resilient as it was.
今天我请客。	It's my treat today.
我们去售票处问问。	We can go to the box office to check it out.
穴位按摩是典型的中国式按摩。	Point massage is a typical Chinese-style massage.
当然可以，你需要什么？	Sure. What do you need?
谢谢。对了，近来你见过凯特吗？我有两年多没有她的消息了。	Thank you. Have you seen Kate lately? I haven't heard from her for more than two years.
这就是我的祖母。	That was my grandmother.
我要去书店，你和我去吗？	I'm going to the bookstore, will you go with me?
好，我们一收到会立刻打包。	Good, we'll pack up the order as soon as we get the not.
票务代理商已开始接受本周日情人节期间的订票，但尚不确定哈利法塔届时是否会开放。	Ticket sales agents were accepting bookings starting on Valentine's Day this Sunday, though it has not been confirmed the building will reopen then.
她需要住院还有其他的原因吗？	Is there any other reason she needs to be hospitalized for?
愉快的声音。	A jovial voice.
这瓶酒我必须付税吗？	Do you have to pay duty on this bottle of wine?
你们有布根第酒吗？	Do you have Burgundy wine?
请问有素食吗？	Do you serve any vegetarian food?
如果把这些活动计入休闲，那么英国男性每天的休闲时间只比女性多10分钟。	If these are taken into account British men have only 10 minutes more spare time a day than women.
我们想把剩下的带回家。	We want to take the rest home.
嗨！伙计！	Hi, Buddy!
下周五，也就是6月27日。	Next Friday, that is June 27.
推还是拉数据？	Pushing or pulling data?
他会写法语。	He can write French.
Irene.已经通知她了，她已被委派承担主要工作。	Irene. She's been notified, and she's already delegated responsibility for the major tasks.
别因为一次失败，就放弃你原先所要达到的目的。	Do not, for one repulse, give up the purpose that you resolved to effect.
要到餐馆吃饭，一般应先打电话订座，以防你去那儿时人已坐满了。	If you are going to a restaurant for dinner, it is usually a good idea to telephone for a reservation in case it is filled when you go there.
请您填写一下登记表好吗？	And would you mind filling in the registration form?
一个苏格兰血统的男子。	A man of Scottish stock.
他们在样品室边走边看包装样品。	They are walking around the room looking at the samples of packaging.
他值得汲引。	He deserves promoting.
我可以走去那里。	I can walk there.
你们联合参与的期限和条件是什么？	What are your terms and conditions on joint participation?
是的，我每周做一次全身按摩和一次足疗。	Yes. I take a body massage and a foot massage once a week.
"我有个朋友提到一个地方叫""优待价俱乐部""。"	I have a friend that said something about a place called Price Club.
我还是很惊讶你真的要这样做。	I'm still just surprised you really want to do it.
我就是要那个。	That's what I want.
我父亲说，选择一所合适的大学是一个年轻人要做出的最重要的决定。	My father says that choosing the right college is the most important decision a young person can make.
天气不错。	It's a nice day.
笑笑笑，哭哭哭，小小丽丽喜欢笑有喜欢哭。	Laugh, laugh, laugh, cry, cry, cry, Little Lilly loves to laugh and cry.
她善于绘画。	She paints well.
不管男女老幼，请他们贡献时间。	Men and women, young and old, to give us their time.
理查德大街站到了，先生，请下车吧。	Here is the Richard Avenue Stop, sir. Please get off.
班上多数人赞同安排去参观植物园的意见。	Most of the class agree with the suggestion that a visit to the botanical garden shall be arranged.
我感到全身酸疼。	I feel sore all over.
得悉令妻去世的消息我觉得很悲伤。	I was most distressed to learn that your wife passed away.
春季的三个月为三月、四月和五月。	The three months in the spring are March, April and May.
他们有很完备的安全系统。	They have very complete safe systems.
平均住院日数。	Average of hospital stay.
带有相应义务的特权。	Privileges with corresponding obligations.
你有什么健康保险吗？	And do you have any medical insurance?
他打电话叫出租车。	He telephoned for a taxi.
受国家法律的管辖的。	Subject to the law of the land.
紫禁城的建筑和设计达到了中国传统建筑的顶峰，不仅科学而且很适合居住。	The buildings and designs of the Forbidden City are the peak of Chinese traditional architecture, not only scientific but also suitable for living.
简昨天和邻居大吵了一架。	Jane had a big quarrel with her neighbor yesterday.
她眉毛一扬。	A lift of her eyebrows.
我非常担心我爸爸的健康状况。	The state of my father's health concerns us greatly.
他现在可以见我吗？	Is is possible for him to see me now?
南希的姐姐是个很麻烦的人，因为她经常偷穿南希的衣服。	Her sister is a pain in the neck; She's always stealing Nancy's clothes.
我知道你能做的。	I knew you could do it.
你为什么干那样的事呢？	Why did you do that?
你得向我出示您的证件。	You need to show me some identification.
而不是到这儿来。	Instead of you coming here.
来宾史密斯先生，史密斯先生。	Paging Brown Smith, Paging Mr. Smith.
他的膝盖有点畸形，也不能动。	His knee is misshapen or unable to move.
这是世界上大自然奇观之一。	It's one of the great natural wonders of the world.
飞往西雅图的MU530 航班。	Flight MU530 to Seattle.
我今天能帮你些什么，艾丽斯？	How can I help you today, Alice?
很遗憾，我不能接受你热情的邀请。	I regret that I am unable to accept your kind invitation.
你的答案是令人满意的.我感到很满意。	Your answer is satisfying.I feel satisfied.
他从来不会忘记谁是谁。	He never forgets who someone is.
你很少听见河水的咆哮声或下面壁架式高原上三角叶杨树发出鼓掌般的劈啪声。	Seldom can you hear the roar of the river.You cannot catch the patter. Like applause, from the leaves of the cottonwoods on the shelf-like plateau below you.
另一特色是南京风味鸭。	Another specialty is Nanjing-style duck.
我很感激。	I appreciate it.
尼泊尔人尼泊尔国人或居民。	A native or inhabitant of Nepal.
我也特别喜欢泰国菜	I do like Thai food
墙壁有裂缝。	The wall is cracked.
布朗先生一整天都在对我又吼又叫。	Mr. Brown has been yelling at me all day.
我能在你们任何一个分公司还车吗？	Can I drop the car off at any of your branches?
如果我们决定聘用你，就写信通知你。	If we decide to hire you, we will notify you by mail.
嗨。我叫卡拉，你叫什么？	Hi, I'm Cara. Who are you?
"有一个小标示写着""自助加油站""或""服务加油站""。"	"There will be a smaller sign that says ""Self-Serve"" or ""Full-Service."""
我会在那里，无论顺遂或艰辛，直至死亡将我们分开。	I'll be there, for better or worse, till death do us part.
我还想要先来点花生米作开胃菜。	I'd like some peanuts as an appetizer. I want to eat them before my meal.
艾迪是如此的帅，他肯定会成为演员的。	Eddy is so handsome that he will be an actor.
无疑的事实。	A positive fact.
令她悲哀的是，他的工作比她更重要。	Sadly, she was second fiddle to his work.
跟你们比起来，都快接近星际速度了。	By the way, compared to you guys, approaches warp speed.
这是一所很体面的学校。	It's a decent school.
他变得有点古怪了，于是我没有再和他聊天了。	I stopped chatting with him when he got a little strange.
对，谢谢你。	That's right. Thank you.
我得打开所有的行李吗？	Do I have to open all of my packages?
你的舌苔很厚。	Your tongue is heavily coated.
植物学，即对植物的研究，在人类知识的历史中占据了特殊的地位。	Botany, the study of plants, occupies a peculiar position in the history of human knowledge.
男女服务员在餐馆，旅  馆，咖啡馆，快餐馆里招待顾客。	Waiters and waitresses work in restaurants, hotels, cafe and snack bars.
听起来很不错。我要一款粉红色的。你能为我包装一下吗？	Sounds perfect, I'll take the pink one. Can you pack it for me?
我所读过的最有趣的书。	The most interesting book I have ever read.
那样最好。我讨厌冗长的离别场景。	It's better that way. I hate long drawn-out goodbyes.
从统计上看，食肉动物比被捕食动物有更多的有梦睡眠，而被捕食动物更多地无梦睡眠。	Predators are statistically much more likely to dream than prey, which are in turn much more likely to experience dreamless sleep.
我知道你们大多数人感到，刚上了几课英语，就用英语来说话很不好意思。	I know most of you are afraid to embarrass yourselves by trying to speak English after these first few lessons.
我会走高速路360号和州际公路30号。	I'll take 360 and I-30.
从山顶往下看你可以看到三个国家。	You can see three countries from the top of the mountain.
很刺激吗？	Is it stimulating?
搜索非法文件。	Scan illegal file.
刚才得到通知，我们公司某填错了你们的订货单。	I was informed just now that someone in our company has made a mistake in filing your order.
现在，我想我是这个世界上最幸运的人。	Today, I consider myself the luckiest man on the face of the earth.
我厌烦了练习小提琴，我要停下来休息一会。	I'm tired of practicing the violin, and I'm going to give it a rest for a while.
他永远是前进的。	He's always on the go.
准备好了。	Ready.
如果你要开快车，请用外车道。	If you want to drive fast, use the outside lane.
这是我见过最棒的礼物，我都不知道该说什么好了。	This is the most wonderful gift I've ever received; I'm at a loss for words.
是的。当点菜或饮料时，最少该给15%。	Yes. When ordering food or drinks, a minimum tip of 15% of the food bill will be expected.
火车将在明早4点钟到达目的地。	The train will arrive the destination at four o'clock in tomorrow morning.
可燃性是指什么？	What is flammability?
请跟我秘书定个见面时间。	Please make an appointment with my secretary.
我们将向你们提供由中国工商银行开立的备用信用证作担保。	We'll provide you the guarantee with a standby which is established by the ICBC.
他想打电话投诉，但是电话忙音。	He tried to phone the complaints department but he just got the engaged tone.
所以你认为我应该喝？	So you think I need to drink?
你来参加我的舞会吗？	Wanna come to my party?
我的本科专业是历史。	My undergrad is history.
《蝌蚪》2002	Tadpole, 2002
您还是和往常一样坐头等舱吗？	Would you like to take the first class as usual?
成功者应当是有诚信的人。	A successful person should have honesty.
布郎先生正给客户解释包装情况。	Mr. Brown is explaining the packing to the customer.
我也听说了，但那不是真的。	I heard that too, but it's not true.
我们干吗不去纽约呀？	Why don't we go to New York?
如果是加快的话我们要另外收取50%的手续费，但它只需要5小时。	We charge 50% more for express, but it only takes 5 hours.
我咳嗽得厉害！我觉得是我室友传染给我的！	I have a really bad cough. I think my roommate gave it to me!
听忧伤的音乐对我起了一种镇静的作用。	Listening to the dolorous music has a calming influence on me.
好的。咖啡和正餐一起上，还是跟甜点一起上？	OK. Do you like coffee with your meal or with dessert?
那些性感的日本机器人就是用喷枪绘制成的。	The famous sexy robots in Japan are produced using an airbrush.
请问贵客户的姓名？	May I have your client's name, please?
我得去刷牙了。	I've got to go brush my teeth.
复杂的，错综的和涉及的。	Complex, intricate, and involved.
高速控制器 HSC?	High Speed Controller?
你给我打电话时，我在吃晚饭。	When you called me, I was eating dinner.
请问您还有什么时候要求吗？	Is there anything else I can do for you?
好，给你45元。不用找了。	OK, here is 45 yuan, and you can keep the change.
他们两个随意讲些不出名的人的名字，他们认为这样听起来更像好人。	They both drop names of unknown little people they thought made them sound like nice guys.
不要强迫我做这事，好不好？	Don't push me, OK?
我能轻松地与外国人沟通。	I can communicate with foreigners easily.
他说，都没了，我又变穷了。	"""It's all gone. I'm poor again,"" he said."
你好，哪儿有电话？	Hello. Where is a telephone?
这就是人生。	That's life.
也许就是路过顺便来看看。	Maybe just came by and drop in on us.
我能走着去那吗？	Can I walk down there?
很不幸，我们必须退还它们。	Too bad we must return them.
干么不再试呢？	Why not try again?
出租车在去火车站的路上出了毛	The taxi had a breakdown on the road to the railway station
上周你们去了吗？	Did you go last week?
既然我不领你的情，自然也不必说好听的话拍你马屁。	Since I do not receive your feelings, naturally there is no need to shoot that good.
汤姆，你在哪里？她大声喊道。	Tom, where are you? She cried.
莫扎特六岁时就开始创作小步舞曲，展露才华。	Mozart showed genius even at the age of six, when he began to compose minuets.
你在哪里吃的晚饭？	Where did you get dinner?
我恐怕忘记锁门了。	I'm afraid I forgot to lock the door.
我听说美国人都很喜欢逛酒吧。是真的吗？	I heard American people love hanging out in bars. Is that true?
这件衣服的料子质地特别好，做工精细。	It's exceptionally good in material and the handicraft is more exquisite.
我在哪里可兑换旅行支票？	Where can I cash my traveler's cheques?
没有人回答。	No one answers.
你可从伦敦直拨纽约。	You can dial New York direct from London.
奥黛丽-赫本是名演员，一名杰出的演员，她非常出众，从某方面来讲，她与大多数别的演员不同。	Audrey Hepburn was an actress, a wonderful one, and she was quite unique, but in one way especially she was different from most other actors.
这就是我的命运。	It's my destiny.
每小时有一个到纽约的航班。	We have flights to New York every hour.
[0053] 不失一般性，可以令当前的控制周期时刻为t。	[0053] Without loss of generality, it is possible to let the current control cycle instant be t.
[0028]玻璃中间层6夹紧于盖片1和基片3中间；	[0028] A glass interlayer 6 is clamped between the lidding sheet 1 and the base sheet 3;
[0072] 图57示出了从开发者平台收集和处理事件数据的架构。	[0072] FIG. 57 illustrates an architecture for collecting and processing event data from a developer platform.
当第一弹簧13 处于正常状态时，第二弹簧18处于压紧状态；	When the first spring 13 is in the normal state, the second spring 18 is in the compressed state;
确定关于应用的安全信息；	Determining security information about an application;
所述工作模式切换模块根据所述第二工作模式切换指令，基于当前拍摄模式，进行拍照模式和摄像模式的切换包括：	The operation mode switching module performing switching between the photographing mode and the imaging mode based on a current photographing mode in accordance with the second operation mode switching instruction includes:
[0029]从各种推理算法中获取的分数指示:基于该推理算法的所关注的特定区域，通过输入问题来推断潜在的响应的程度。	[0029] Scores taken from various inference algorithms indicate the degree to which a potential response is inferred by the input question based on the particular region of interest of that inference algorithm.
11、弹簧夹；	11. Spring clip;
[0032] 参考附图1，接下来描述混合动力车的整体结构，其中混合动力车中使用了本实施 例的混合动力车控制装置。	[0032] Referring to FIG. 1, the overall structure of a hybrid electric vehicle in which the hybrid electric vehicle control device of the present embodiment is used is described next.
[0030]所述阻性电流测试仪09与所述电压采集器08,所述Zigbee阻性电流采集装置06均 采用通信连接。	[0030] The resistive current tester 09 is in communication with the voltage harvester 08 and the Zigbee resistive current harvesting device 06.
5.根据权利要求4所述的一种鱼粪收集过滤袋，其特征在于：所述分水结构为喷头。	5. A fish stool collecting filter bag according to claim 4, characterized in that said cutwater structure is a spray head.
在一示例中，eNB在UL授权上发送LBT参数，这些参数需要在UE的传输开始之前确定r个子帧。	In an example, the eNB sends LBT parameters on the UL grant, which need to be determined r subframes before the UE's transmission starts.
[0027] 飞行速度更新模块，用于根据所述初始种群的全局极值和个体极值更新粒子的飞 行速度；	[0027] a flight speed update module for updating the flight speed of the particles according to the global extrema and the individual extrema of the initial population;
端盖，其可开合地设置于所述手柄的后端上以打开或者封堵所述容纳腔；	An end cap openably disposed on a rear end of the handle to open or occlude the receiving cavity;
[0014]图3是原有技术方案与本技术方案齿槽转矩曲线对比图；	[0014] Figure 3 is a graph comparing the cogging torque curves of the original technical solution with the present technical solution;
[0053]在保证凸台13对于磁钢的支撑强度的情况下，可以设计成矩形、三角形、半圆形等多种形状。	[0053] In the case of guaranteeing the supporting strength of the boss 13 to the magnetic steel, various shapes such as rectangular, triangular, semi-circular, and the like can be designed.
[0009] 一种银行业务办理的远程排队方法，包括如下步骤：	[0009] A method of remote queuing of banking offices, comprising the steps of:
19.根据权利要求18所述的干酪根提取装置，其特征在于，	19. The kerogen extraction apparatus according to claim 18,
[0007] S1、控制无人机处于悬停状态；	[0007] S1, control drone to be in hover state;
所述破碎箱1内转动式设有水平轴15，水平轴15上设有若干个叶片25，水平轴15上设有两个与筛板26下底面抵接的凸轮27；	The breaker box 1 is rotatably provided with a horizontal shaft 15 on which a number of blades 25 are provided and two cams 27 which abut the lower bottom surface of the screening decks 26;
这些因素都可以达到促进长山药生长、增加长山药产量、提高长山药品质的目的；	These factors can all achieve the goal of promoting growth of yam, increasing yield of yam, improving quality of yam;
一次浮选，浮选药剂选用黄药300g/t、硫酸2300g/t、2#油两滴进行浮硫。	One flotation, the flotation agent was selected from yellow drug 300 g/t, sulfuric acid 2300 g/t, 2 # oil floating with two drops of sulfur.
通过大量仿真验证，本方法能够准确快速的识别配电线路区内外相间故障，并具有较高的耐过渡电阻能力。	Through extensive simulation validation, the present method is capable of accurately and quickly identifying phase-to-phase faults outside the distribution line zone and has a high resistance to transition resistance.
此后，重复相同的步骤，直到在S101中设置的移动区域S中的所有的接收位置处都 获取到电信号。	Thereafter, the same steps are repeated until electrical signals are acquired at all reception positions in the moving area S set in S101.
例如，可以提供多个风险阈值，其中当达到和/或 超过每一阈值时，可以要求增加的认证程度。	For example, multiple risk thresholds may be provided, where an increased degree of authentication may be required when each threshold is reached and/or exceeded.
停止比特是数据帧中的最后比特， 并且可以跟随有比特时段的附加放电部分。	The stop bit is the last bit in the data frame and may be followed by an additional discharge portion of the bit period.
如安装在巷道壁上，下挂钩件通过挂孔用钉固定在巷道壁上，还能增强其承载力度。	The lower hooking member may be pinned to the lane wall by a hole, e.g. Mounted on the lane wall, to enhance its load bearing strength.
[0001]本发明属于太阳能光热应用技术领域，提供一种高温曲面反射聚光太阳能集热 器。	[0001] The present invention is in the technical field of solar photothermal applications to provide a high temperature curved reflective concentrated solar thermal collector.
[0118]例如，光释放粘合剂可以是紫外线照射胶带(uv Tape)。	[0118] For example, the light release adhesive may be uv Tape.
散列变换是一种单向函数，常用的散列变换有MD5、SHA-1、SHA-256等。	The hash transformation is a one-way function and commonly used hash transformations are MD5, SHA-1, SHA-256, etc.
步骤5、当叉车处于稳定状态时，通过对液压支撑油缸卸荷进行自由控制；	Step 5, free control by unloading the hydraulic support cylinder when the forklift is in steady state;
[0087] (2)水蒸干后，稍冷却(60°C以下）用移液管加入20mL油酸配体溶液及5mL十八烯配 体溶液使白色固体完全溶解；	[0087] (2) After the water is evaporated to dryness, slightly cooled (60 ° C or less) by pipetting 20 mL of oleic acid ligand solution and 5 mL of octadecene ligand solution to completely dissolve the white solid;
[0166] 另选地，根据要使用的功能，端子还可W被设置在集成线圈225的中部，且可W改 变连接至每个模块的集成线圈的位置。	[0166] Alternatively, depending on the function to be used, a terminal may also be provided in the middle of the integrated coil 225, and the position of the integrated coil connected to each module may be changed by W.
然而，在某些情况下，消防员服装在火灾期间可能会暴露在极端温度下，导致反射材料在服装内部捕获热量。	However, in some cases, firefighter garments may be exposed to extreme temperatures during a fire, causing the reflective material to trap heat inside the garment.
[0027] 进一步的，所述信息融合算法为基于卡尔曼滤波的信息融合算法。	[0027] Further, the information fusion algorithm is a Kalman filter based information fusion algorithm.
所述CCD摄像机抱夹上设置有用于固定所述CCD摄像机的螺孔；	The CCD camera holder is provided with a screw hole for holding the CCD camera;
此处的数据库可直接调用现有的 快递网络数据库。	The database here may directly call an existing courier network database.
类似地，可组合系统构思还可以适用于形成“虚拟壳”，其中“虚拟壳”内的机架位于数据中心内的其他位置。	"Similarly, the combinable system concept may also be adapted to form a ""virtual shell"" where racks within the ""virtual shell"" are located elsewhere within the data center."
[0021]饮料桶1的上端为加液敞口，加液敞口上封盖有桶盖，桶盖的顶面上设置把手和排 气孔。	[0021] The upper end of the beverage can 1 is a liquid filling opening which is capped with a lid on the top of which is provided a handle and a vent hole.
另外，具备以能够旋转的方式配置于铁芯5的内周侧的转子3，爪18以及爪19设置于不与转子3接触的位置。	In addition, the rotor 3 rotatably disposed on the inner peripheral side of the iron core 5 is provided, and the pawls 18 and 19 are disposed at positions not in contact with the rotor 3.
一种无尘降温式矿石粉碎机	A Dust-Free Cooling Ore Disintegrator
5.根据权利要求1所述的一种垃圾焚烧电厂灰渣冷却装置，其特征在于，所述驱动电机(9)为伺服电机。	5. A refuse incineration plant ash cooling apparatus according to claim 1, characterized in that the driving motor (9) is a servo motor.
[0010]作为本实用新型进一步的方案:所述空气过滤箱内设有多层空气过滤网，空气过 滤箱连通外界。	[0010] As a further solution to the present invention: a multi-layer air filter screen is provided within the air filter box and the air filter box is connected to the outside world.
[0139] (38)根据用户是否需要其他的拓扑信息做判断，若需要的话返回（35)	[0139] (38) To make a decision as to whether the user needs additional topological information, return to (35) if needed
下面我们结合附图对本实用新型所述的一种新型连接密封结构的玻璃钢管做进一步的说明。	In the following, we will further describe a glass steel pipe for connecting to a sealing structure in accordance with the present invention in conjunction with the appended drawings.
下凸缘84B通过焊接等接合至内侧下凸缘82B和外侧下凸缘86B。	Lower flange 84B is joined to inner lower flange 82B and outer lower flange 86B by welding or the like.
然而，在现有的物联网系统中，传统风机不能融入其中已成为一个急需解决的技术问题之一。	However, in existing Internet of Things systems, conventional blowers cannot merge into one of the technical problems that has become an urgent need to address.
图2为本实用新型一种便捷拆装式车尾帐篷的帐篷主体示意图。	Figure 2 is a schematic illustration of the body of the tent of a conveniently removable tail tent of the present invention.
匹配滤波器(5h)将数字基带信号进行匹配滤波后输出至定时同步模块(5i)；	The matched filter (5h) outputs the digital baseband signal after matched filtering to the timing synchronization module (5i);
上述过程工人的劳动强度较大，尤其是对于高密度的切割料人工装料和卸料工作非常费力。	The above process workers are labour intensive, especially for manual charging and discharging of cut material with high density, and very laborious.
[0036] 所述的套筒壳体1由上、下两部分组成，所述的锁止板3固定在所述的套筒壳体1的 上、下两部分交界处上。	[0036] The cartridge housing 1 is composed of two upper and lower parts and the locking plate 3 is fixed to the cartridge housing 1 where the upper and lower parts meet.
[0209] (4)性能退化评估过程:将各特征向量得到的最小差别系数进行归一化处理，即可 得到归一化差别系数评估指标Dn_。	[0209] (4) Performance degradation evaluation process: The smallest difference coefficient obtained for each feature vector is normalized to obtain a normalized difference coefficient evaluation index Dn_.
[0019]图4是根据本实用新型实施例可选的一种物料筛选装置的侧面结构示意图；	[0019] FIG. 4 is a schematic illustration of an alternative material screening apparatus in accordance with an embodiment of the present invention;
通过于在水中的1%Ac0H中沉淀或通过使用EtOAc或 叔丁基甲醚萃取来后处理反应液。	The reaction was worked up by precipitation in 1% AcOH in water or by extraction using EtOAc or tert-butyl methyl ether.
8. 根据权利要求1所述的方法，其中所述替代产品与所述目标产品相同。	8. The method of claim 1, wherein the substitute product is the same as the target product.
而在图6中，在两个用于DMRS的RE之间，有奇数个(即，三个)用于PDCCH的RE。	Whereas in FIG. 6, between two REs for DMRS, there are an odd number (i.e., three) of REs for PDCCH.
[0035]第四种，所述飞机的实时飞行航向与所述选出的飞行航线的夹角大于第三预设阈 值。	[0035] A fourth aspect in which the real-time flight heading of the aircraft and the selected flight course have an angle greater than a third predetermined threshold.
所述的电机1固定设置在所述的支撑架8上，电机1一端连接所述的皮带2；	The motor 1 is fixed to the support frame 8 and is attached at one end to the belt 2;
其中，基座1由后壳11和前壳扣合而成(为增强连接，二者之间可用螺钉紧固)；	Wherein the base 1 is made of a rear shell 11 and a front shell which are snap-fitted (to enhance the connection, can be fastened between them with screws);
铜含量大于99.99％，氧含量小于3ppm；	A copper content of greater than 99.99% and an oxygen content of less than 3 ppm;
[0027] 1、提高了结构强度，提高了使用寿命；	[0027] 1, improved structural strength, improved service life;
[0047] 再生后的催化剂脱硝脱汞性能评价结果如下表：	[0047] The results of the catalyst denitrified demercury performance evaluation after regeneration are in the following table:
[0071] 特别地，将熔液进行半连续铸造得到铸锭。	[0071] In particular, semi-continuous casting of the molten liquid results in an ingot.
[0052] 15-1:换热翅片，15-2:换热水管。	[0052] 15-1: heat exchange fins, 15-2: heat exchange tubes.
电机9是伺服电机；	The motor 9 is a servo motor;
此处提及的投影图案50a是“第三图案”的 具体实例。	"The projected pattern 50a referred to here is a specific example of a ""third pattern""."
[0018] 优选地，所述平头设有提杆。	[0018] Preferably the flat head is provided with a lift bar.
第一段加热温度为250℃，加热时间为1h；	The first stage heating temperature was 250 ° C and the heating time was 1 h;
[0336] PLS2-STAT数据的字段的细节如下：	[0336] Details of the fields of the PLS2-STAT data are as follows:
20：仪器底座；	20: instrument base;
圆柱试块劈裂试验夹具	Cylindrical Block Splitting Test Fixture
[0034] 解吸准备：	[0034] Desorption Preparation:
